docs|rating|timestamp
place was great but would have preferred if it was a bit darker at night time. there were lights beside our tent meaning it was bright all night. games room, playground both brilliant. picnic tables on green area also great! stayed in june 2021|4.5|2021-06-09 01:00:00
lovely mid week family celebration last night! wonderful service by both staff members and excellent food and drinks. thank you kindly!|5.0|2021-11-04 19:34:00
it was a lovely stay. weather was beautiful but no air con so couldn't sleep properly in heat. hotel were very helpful when we asked for iced water and bucket of ice and the staff were very pleasant at dinner! always there to help with any enquiries. would visit again!|4.5|2021-07-28 02:00:00
location is excellent. staff friendly and very helpful. rooms spotless. super breakfast. option of firmer pillows would have been appreciated.|4.5|2022-12-02 01:00:00
bo was our server and had impeccable timing and attention. he was very knowledgeable regarding the menu as well. scott is the dining room manager and made the time to connect with us in person while we dined. piano by mike jewel was a perfect match to the beautiful scenery outside. it was a lovely meal!|5.0|2021-08-22 19:47:00
"airport shuttle our phone was broken, so we couldn't call down to the front desk. we stopped by the front desk and told them that, they just said ""sorry about that."" with no offer to resolve issue. we asked for extra pillows and never received them, and couldn't call to request them again. also, the parking was horrible. they allow airport parking, so it was incredibly hard to find a spot to park on their property."|3.5|2022-06-01 02:00:00
lovely staff and exceptional cleanliness, felt like a brand new hotel. stayed in april 2021|5.0|2021-04-17 01:00:00
after ordering, the server came back to say the dish was not available - but did not bring a menu for me to chose a replacement. when he came back with menu, i ordered the burger - which my friend had also ordered. then my friend's meal came (burger) and 20 minutes later i still did not have my burger. by then i had to leave since plans at theater next door - so i never got my meal.|1.0|2022-02-04 02:56:00
my husband and i enjoyed a lovely dinner at bacchus recently. initially, we felt a little disappointed when our first 2 wine choices were unavailable. the sommelier came by our table to explain they were having trouble acquiring some of the wines on their wine list. he was very apologetic, and brought us another wine to try, which we both really enjoyed. we were even more pleasantly surprised when at the end of our dinner, we discovered that the bottle of wine was not on our bill. when we noted this oversight to our server, he indicated that the manager had chosen not to charge us for the bottle since the first 2 selections we wanted were not available. this was completely unnecessary, but we greatly appreciated this extra level of quality service. we will definitely be back, not because of the free wine, but because we felt like our business was valued. and the scallops were delicious!|5.0|2021-08-28 13:59:00
friendly staff, portable fan tower, location and ease of check-in coffee in breakfast could be improved|4.5|2022-05-21 02:00:00
really lovely sunday roast dinner. the beef could possibly do with a little more seasoning: salt. otherwise, excellent and very good service and value for money.|5.0|2022-01-24 13:59:00
The hostel was clean and had a great atmosphere. The shower was the only negative point, with weak water pressure and barely any hot water.|4.0|2021-07-22 02:00:00
the breakfast was poor and i thought it very overpriced .|2.5|2021-11-18 01:00:00
service ruined the experience. ordered drinks and appetizers once our waitress showed up and apps came before drinks. had to involve manager to get proper service. would not return.|3.0|2022-01-30 11:21:00
all you need for a nice night out with your partner|5.0|2021-10-21 08:10:00
location is great and the bed was very comfortable. everything was clean and some of the staff were extremely nice and helpful!! the staff were a bit rude when we were checking in. also the door is very thin so it was a little noisy.|4.0|2021-10-04 02:00:00
first time back in a couple of years and it was wonderful. food and service was very good.|5.0|2022-02-07 01:22:00
the stay was really lovely. the staff are so friendly and the room was really comfortable and relaxing. the food in the restaurant was also delicious however, if you're looking to venture out, the hotel is very central. everything was great !|5.0|2021-07-14 02:00:00
i love the way the dining room looks now, great job on the remodeling. the raspberry mimosa was the best mimosa i've ever had. the lobster hushpuppies were very disappointing and definitely not worth the money, didn't like how you only get 5 and the amount of lobster that is actually in them is basically almost like there is no lobster and you are eating a regular hushpuppy. the chicken and waffles were amazing though, loved the peach on top. service was very good until one of my waitress's friends were seated in her section and my waitress proceeded to walk by my table 6 or 7 times without even asking us if we needed anything between her many trips to the friends table, they had ordered before we were even asked if we needed boxes, but all in all brunch was good and will be back sometime next month.|4.0|2021-03-24 03:13:00
